id,fecha_publicacion,precio_cop,area_m2,habitaciones,banos,barrio,direccion,ciudad,lat,lon,tipo_propiedad
993813,2025-02-11,810126000,,4,2,Santa Mónica,Carrera 99 #17-42,Cali,3.475425,-76.51521,Casa
349370,2025-02-12,479648000,87,2,2,San Fernando,Avenida 113 #10-22,Santiago de Cali,3.432942,-76.565761,Casa
540058,2025-02-12,161017000,129,2,1,San Cayetano,Transversal 104 #97-32,Cali,3.486629,-76.47614,""
201645,2025-02-12,625727000,116,4,2,San Judas,Calle 31 #104-58,Cali,3.467496,-76.519075,
688464,2025-02-12,356189000,136,2,3,San Fernando,Transversal 85 #20-22,Santiago de Cali,3.413446,-76.500374,Casa
806826,2025-02-12,517266000,71,1,1,Santa Mónica,  Avenida 20 #25-4 ,Cali,3.472033,-76.561167,Casa
351171,2025-02-13,287983000,82,3,,Pance,Carrera 13 #50-48,Cali,3.488169,-76.492906,Apartamento
584525,2025-02-13,235145000,84,,3,El Refugio,Transversal 49 #9-50,Cali,3.392568,-76.490284,Apartaestudio
619729,2025-02-13,344491000,71,6,1,La Flora,Calle 11 #70-4,Cali,3.485541,-76.557914,  Casa 
824009,2025-02-13,311806000,62,,2,  Ciudad  Jardín ,Transversal 115 #88-48,Santiago de Cali,3.485485,-76.461189,Casa
807867,2025-02-14,297740000,76,3,1,Ciudad  Jardín,Avenida 23 #73-33,Cali,3.453163,-76.474959,Casa
262036,2025-02-15,1233823000,47,,1,San Cayetano,Calle 110 #74-48,Cali,3.423499,-76.502555,  Apartaestudio 
120855,2025-02-15,362015000,90,3,1,Centenario,  Calle 95 #82-6 ,Cali,3.388266,-76.543792,Casa
615340,2025-02-15,654205000,63,3,1,  La Flora ,Carrera 41 #100-47,Cali,3.403875,-76.525135,  Casa 
305951,2025-02-16,361346000,95,3,1,La Flora,Transversal 18 #59-52,Cali,3.462842,-76.459716,Casa
902054,2025-02-16,353774000,57,3,2,  Centenario ,Transversal 114 #56-2,Cali,3.458396,-76.485536,Casa
482192,2025-02-16,380097000,59,2,1,San Cayetano,Carrera 51 #6-40,Cali,3.477555,-76.474535,Casa
915778,2025-02-16,536973000,118,1,3,Pance,Transversal 74 #108-11,Santiago de Cali,3.416106,-76.500138,Casa
276599,2025-02-16,513307000,141,4,2,La Flora,  Transversal 115 #74-56 ,  Cali ,3.48729,-76.555461,Apartamento
276599,2025-02-16,513307000,141,4,2,La Flora,  Transversal 115 #74-56 ,  Cali ,3.48729,-76.555461,Apartamento
581330,2025-02-17,,73,1,2,Napoles,Transversal 107 #23-47,Cali,3.478981,-76.519602,Apartamento
144346,2025-02-17,506852000,57,1,2,El Refugio,Transversal 100 #78-44,  Cali ,3.488799,-76.520038,  Casa 
342418,2025-02-17,996015000,111,1,4,Santa Mónica,Avenida 65 #47-51,Santiago de Cali,3.408517,-76.467124,Apartaestudio
571318,2025-02-17,133311000,124,1,2,San Fernando,Transversal 93 #94-50,Cali,3.456221,-76.562284,  Apartamento 
207927,2025-02-17,547928000,45,2,3,El Ingenio,Calle 47 #31-56,Santiago de Cali,3.45899,-76.494359,  Apartamento 
441635,2025-02-18,299037000,108,6,2,  Napoles ,,Cali,3.406028,-76.50618,Apartamento
639669,2025-02-18,480320000,104,1,3,El Refugio,Carrera 119 #75-12,Cali,3.438966,-76.516309,  Apartaestudio 
546642,2025-02-18,340721000,138,6,1,El Refugio,"",Santiago de Cali,3.478377,-76.507332,Casa
479525,2025-02-18,180488000,26,2,1,  Napoles ,  Avenida 111 #78-57 ,Cali,3.41641,-76.464814,Casa
807754,2025-02-19,407763000,70,1,3,San Cayetano,Transversal 109 #111-5,"",3.396818,-76.455743,Apartamento
770561,2025-02-19,756854000,62,1,2,Ciudad  Jardín,Avenida 41 #65-36,Cali,3.458461,-76.474531,  Apartamento 
725862,2025-02-19,280842000,,3,4,Pance,Transversal 60 #79-39,Cali,3.388797,-76.508268,Casa
613439,2025-02-19,481244000,143,5,2,San Antonio,Transversal 118 #78-3,Cali,3.467769,-76.461867,Casa
784766,2025-02-19,338493000,49,4,2,Pance,  Transversal 35 #25-46 ,Santiago de Cali,3.430217,-76.521291,Casa
357265,2025-02-20,180406000,61,"",2,San Cayetano,Carrera 66 #97-12,  Cali ,3.407841,-76.533926,Apartamento
855308,2025-02-20,331798000,91,6,4,  El Refugio ,Transversal 59 #19-31,Santiago de Cali,3.451914,-76.568766,Casa
635477,2025-02-20,401683000,82,1,1,San Fernando,  Avenida 4 #36-14 ,Cali,3.462724,-76.472668,Casa
255675,2025-02-21,269336000,86,5,1,  Ciudad  Jardín ,  Carrera 20 #73-59 ,Cali,3.450561,-76.493883,  Casa 
376728,2025-02-21,139799000,55,2,2,El Ingenio,Transversal 61 #19-30,Cali,3.388691,-76.474393,  Casa 
533142,2025-02-21,493267000,38,4,1,San Fernando,Calle 37 #68-23,Cali,3.436796,-76.505768,Apartamento
357090,2025-02-22,464854000,95,6,4,Granada,Calle 59 #10-35,Cali,3.427126,-76.516391,Apartamento
891687,2025-02-22,444396000,84,2,2,San Bosco,Transversal 78 #49-43,"",3.425861,-76.474557,Apartamento
560445,2025-02-22,300943000,"",1,2,San Antonio,Calle 112 #2-34,Cali,3.486551,-76.547174,Apartamento
595314,2025-02-23,136725000,85,2,1,Napoles,Avenida 82 #37-3,Cali,3.467378,-76.558754,  Casa 
820538,2025-02-23,441318000,55,3,1,San Fernando,Transversal 99 #114-5,Cali,3.441628,-76.49133,  Casa 
806869,2025-02-23,362879000,91,6,2,Ciudad  Jardín,Transversal 35 #38-41,Cali,3.448986,-76.552613,Casa
828198,2025-02-23,,90,3,1,Pance,Avenida 76 #27-11,Santiago de Cali,3.427965,-76.562048,Casa
668941,2025-02-24,485859000,46,2,5,  San Fernando ,Carrera 119 #54-19,Cali,3.436809,-76.518816,Casa
974427,2025-02-24,318486000,71,4,2,El Ingenio,  Carrera 106 #56-29 ,Cali,3.447406,-76.530557,  Casa 
347547,2025-02-24,299813000,76,6,2,Santa Mónica,Calle 66 #99-49,Cali,3.456462,-76.569401,Apartaestudio
961421,2025-02-25,242730000,,1,3,San Bosco,Transversal 83 #18-53,Cali,3.411634,-76.457437,Apartaestudio
394364,2025-02-25,151828000,99,4,1,San Antonio,Avenida 113 #13-52,Santiago de Cali,3.422855,-76.538065,Casa
627399,2025-02-25,830843000,69,3,1,La Flora,Carrera 45 #17-49,Cali,3.48722,-76.45127,Apartamento
117452,2025-02-25,390017000,135,3,3,La Flora,Calle 16 #29-2,Santiago de Cali,3.382808,-76.500729,Casa
158402,2025-02-25,333152000,97,6,2,Tequendama,Carrera 62 #18-17,Cali,3.440173,-76.470969,Casa
174549,2025-02-25,217009000,62,4,1,Granada,Carrera 4 #48-22,Cali,3.477721,-76.529146,Casa
366736,2025-02-25,297450000,129,3,2,San  Antonio,Calle 60 #55-5,Cali,3.441084,-76.470734,Casa
932647,2025-02-25,383098000,105,1,4,San  Antonio,Calle 63 #21-54,Cali,3.436383,-76.497516,  Casa 
417348,2025-02-25,275064000,109,3,3,La Flora,,"",3.413246,-76.517164,Apartamento
395651,2025-02-25,227806000,131,3,2,Pance,Carrera 1 #11-7,Cali,3.393072,-76.560385,Apartaestudio
961421,2025-02-25,242730000,,1,3,San Bosco,Transversal 83 #18-53,Cali,3.411634,-76.457437,Apartaestudio
495727,2025-02-26,677559000,105,2,4,Napoles,Avenida 56 #100-25,Cali,3.485859,-76.559792,Apartamento
788861,2025-02-26,368151000,63,5,3,Tequendama,Carrera 25 #90-45,  Cali ,3.489139,-76.538794,Casa
918036,2025-02-26,514054000,134,2,1,  San Antonio ,Avenida 15 #93-46,Cali,3.39334,-76.549712,Apartamento
362423,2025-02-27,324585000,53,2,2,Tequendama,Transversal 96 #100-25,Cali,3.394028,-76.488091,Casa
236463,2025-02-27,939482000,92,3,1,Ciudad  Jardín,Transversal 78 #75-2,Cali,3.398892,-76.547057,  Casa 
589330,2025-02-27,591489000,112,3,2,  San Bosco ,Calle 1 #116-26,Cali,3.482229,-76.467844,Casa
383458,2025-02-27,,49,2,1,La Flora,Calle 94 #33-28,Cali,3.388345,-76.461036,Apartamento
301943,2025-02-27,338078000,156,6,2,El Refugio,Carrera 116 #38-45,Cali,3.438485,-76.493115,Apartamento
700940,2025-02-27,526263000,183,4,1,El Refugio,"",Cali,3.438164,-76.541032,Apartaestudio
562388,2025-02-27,288443000,82,4,1,  Santa Mónica ,Avenida 44 #66-49,Cali,3.44245,-76.557587,Casa
434637,2025-02-28,495827000,71,3,1,El Ingenio,Carrera 37 #10-9,Cali,3.45812,-76.475514,Apartamento
756645,2025-02-28,329222000,125,3,3,  San  Antonio ,Calle 99 #50-8,Cali,3.423883,-76.471975,Casa
575904,2025-02-28,458483000,96,2,3,  Granada ,Transversal 87 #20-25,Cali,3.466001,-76.54362,Apartamento
630725,2025-02-28,380378000,137,1,1,  Napoles ,Transversal 3 #7-11,Cali,3.476936,-76.546712,  Casa 
929605,2025-02-28,483525000,204,2,1,La Flora,Avenida 37 #49-6,Cali,3.471381,-76.490682,Apartamento
897284,2025-03-01,352196000,92,4,2,Granada,Transversal 29 #94-37,Santiago de Cali,3.444343,-76.524399,Casa
400534,2025-03-01,328375000,179,"",2,La Flora,Transversal 71 #112-59,Cali,3.466342,-76.479955,Apartamento
232704,2025-03-02,353444000,67,1,2,San Antonio,Avenida 113 #75-51,Cali,3.485252,-76.51575,""
729089,2025-03-02,203214000,89,1,2,El Refugio,Transversal 102 #84-54,Cali,3.456809,-76.517782,Apartamento
927508,2025-03-02,300914000,72,5,1,Granada,Avenida 34 #57-31,  Cali ,3.390696,-76.459426,Apartamento
886495,2025-03-02,581496000,97,3,2,San Fernando,Avenida 81 #116-14,  Cali ,3.381435,-76.458996,Apartamento
121898,2025-03-02,461627000,124,5,,San Bosco,Carrera 104 #27-55,Santiago de Cali,3.486968,-76.554752,Casa
194157,2025-03-03,262131000,78,2,1,Ciudad  Jardín,  Avenida 95 #45-55 ,Cali,3.395708,-76.56428,Apartaestudio
553413,2025-03-03,459854000,108,4,1,San  Antonio,Transversal 57 #56-58,  Cali ,3.462227,-76.476958,Casa
536666,2025-03-03,,49,1,1,San Cayetano,Carrera 41 #56-32,Cali,3.476884,-76.480907,  Apartaestudio 
658105,2025-03-03,361465000,204,3,1,Pance,Transversal 24 #14-22,Cali,3.439686,-76.496835,Apartaestudio
965127,2025-03-03,592934000,105,1,1,San Cayetano,Carrera 104 #105-22,Cali,3.422625,-76.543986,Casa
899681,2025-03-04,231060000,"",4,1,Ciudad  Jardín,Calle 76 #11-58,Cali,3.431119,-76.467884,Casa
271459,2025-03-04,210628000,47,1,2,  San Fernando ,  Calle 110 #77-9 ,Cali,3.398913,-76.558277,""
305780,2025-03-04,448905000,110,5,1,Pance,Carrera 39 #49-26,Cali,3.44874,-76.558778,Casa
272521,2025-03-05,322002000,"",,1,Granada,Transversal 72 #42-22,Cali,3.457439,-76.465655,Apartaestudio
767606,2025-03-05,249249000,54,5,3,Granada,  Carrera 82 #20-32 ,Cali,3.424727,-76.510529,Apartamento
618070,2025-03-05,858483000,33,3,1,San Bosco,Carrera 119 #91-39,Cali,3.454605,-76.51585,Apartaestudio
128522,2025-03-05,315145000,34,3,1,Pance,  Avenida 97 #117-33 ,Cali,3.48068,-76.504603,Casa
392042,2025-03-05,225685000,156,4,2,San Antonio,Avenida 5 #112-44,Cali,3.462367,-76.459695,Casa
122630,2025-03-05,"",97,2,1,  La Flora ,Avenida 37 #65-51,Santiago de Cali,3.445868,-76.564522,Apartaestudio
212005,2025-03-06,401023000,73,1,2,San Fernando,Calle 23 #9-8,Cali,3.449214,-76.566726,Apartamento
647995,2025-03-06,354825000,43,5,1,San Bosco,Calle 112 #91-51,Cali,3.405428,-76.457217,Casa
228842,2025-03-06,235438000,103,2,1,  San Fernando ,Carrera 54 #22-53,Cali,3.43762,-76.553681,Apartaestudio
968190,2025-03-06,570634000,"",3,2,Pance,Avenida 56 #78-37,Cali,3.462823,-76.530878,Apartaestudio
523551,2025-03-06,125778000,76,2,2,Pance,Avenida 64 #21-22,Santiago de Cali,3.398777,-76.48043,Apartamento
631496,2025-03-06,314267000,94,1,3,Pance,Avenida 107 #92-42,Cali,3.484104,-76.502006,Casa
855244,2025-03-06,307227000,66,5,1,  El Ingenio ,Carrera 22 #7-24,Cali,3.400704,-76.459728,Apartaestudio
121276,2025-03-07,460277000,87,5,3,  Santa Mónica ,Calle 50 #15-22,Santiago de Cali,3.451498,-76.536983,  Apartamento 
904252,2025-03-07,474545000,64,2,2,Pance,Carrera 4 #115-57,Cali,3.434774,-76.494572,  Apartamento 
479303,2025-03-07,560397000,70,5,5,  San Antonio ,Carrera 17 #107-23,Cali,3.386401,-76.537844,Apartamento
263982,2025-03-07,558343000,75,2,3,Napoles,Carrera 88 #83-2,Cali,3.489948,-76.552944,Apartaestudio
263982,2025-03-07,558343000,75,2,3,Napoles,Carrera 88 #83-2,Cali,3.489948,-76.552944,Apartaestudio
315955,2025-03-08,433745000,54,1,2,San Cayetano,Avenida 76 #119-6,Cali,3.461079,-76.491474,Apartaestudio
732071,2025-03-08,730853000,74,3,3,Pance,Calle 6 #110-36,Cali,3.386433,-76.457558,  Casa 
747482,2025-03-08,317486000,102,2,1,Pance,Carrera 62 #96-51,Cali,3.435921,-76.454789,
948939,2025-03-08,222884000,82,3,5,San  Antonio,Avenida 98 #49-57,Cali,3.441318,-76.530567,Apartamento
519845,2025-03-08,259115000,56,2,2,La Flora,Carrera 73 #88-3,Cali,3.439335,-76.520459,Apartamento
511554,2025-03-08,103496000,138,3,1,Tequendama,  Calle 89 #71-15 ,Cali,3.392175,-76.488568,Apartaestudio
413710,2025-03-09,458030000,67,5,1,El Ingenio,Avenida 87 #37-4,Cali,3.416996,-76.463326,  Casa 
351388,2025-03-09,423793000,91,4,2,  El Refugio ,Transversal 88 #55-34,Cali,3.404748,-76.496398,Apartamento
613149,2025-03-10,259083000,103,3,1,Centenario,Avenida 36 #105-14,Cali,3.449297,-76.49659,  Apartaestudio 
966071,2025-03-10,211292000,44,3,2,Ciudad  Jardín,Avenida 120 #13-48,Cali,3.479206,-76.45566,  Casa 
764187,2025-03-10,420983000,119,2,1,El Ingenio,Avenida 81 #53-8,Santiago de Cali,3.463445,-76.550684,Casa
912848,2025-03-10,545843000,128,1,2,San  Antonio,Avenida 25 #24-30,Santiago de Cali,3.451176,-76.480563,Apartamento
442234,2025-03-10,433337000,168,2,1,San Judas,Avenida 69 #2-38,Cali,3.448559,-76.453044,Apartamento
440635,2025-03-10,201618000,"",2,1,  San Fernando ,Transversal 29 #22-20,  Cali ,3.478109,-76.50766,Apartamento
782377,2025-03-10,474622000,36,1,2,San Cayetano,  Calle 81 #94-19 ,Cali,3.464278,-76.499894,Apartaestudio
424000,2025-03-10,207122000,73,3,1,Granada,Avenida 41 #79-57,Cali,3.47228,-76.535721,Apartamento
562319,2025-03-10,361921000,123,6,2,La Flora,Calle 39 #6-8,Cali,3.385859,-76.511663,Casa
151901,2025-03-11,608827000,124,2,3,El Ingenio,  Carrera 58 #19-20 ,Cali,3.487564,-76.476524,Apartamento
970275,2025-03-11,515748000,100,1,1,San Fernando,Transversal 107 #52-13,Cali,3.395019,-76.461254,Casa
456347,2025-03-11,516867000,57,2,3,La Flora,Transversal 30 #120-33,Santiago de Cali,3.397343,-76.467266,  Apartaestudio 
680609,2025-03-11,212046000,49,3,2,El Refugio,Carrera 91 #21-16,Cali,3.484813,-76.538,Casa
970275,2025-03-11,515748000,100,1,1,San Fernando,Transversal 107 #52-13,Cali,3.395019,-76.461254,Casa
786113,2025-03-12,155982000,72,2,2,San Bosco,Avenida 101 #38-32,  Cali ,3.40484,-76.519034,Apartamento
585028,2025-03-12,290134000,58,2,1,San Cayetano,  Calle 3 #10-29 ,Cali,3.421956,-76.462349,Casa
100642,2025-03-12,358922000,55,3,1,El Refugio,Avenida 16 #104-3,Cali,3.411565,-76.504941,Apartamento
935826,2025-03-12,260799000,40,1,1,Tequendama,  Avenida 76 #12-17 ,Cali,3.431199,-76.481555,Casa
629850,2025-03-12,343876000,113,1,3,El Refugio,Transversal 31 #2-22,Cali,3.443263,-76.536148,Apartaestudio
585028,2025-03-12,290134000,58,2,1,San Cayetano,  Calle 3 #10-29 ,Cali,3.421956,-76.462349,Casa
654530,2025-03-13,557940000,44,1,1,El Refugio,Carrera 88 #63-8,Cali,3.385011,-76.503204,Apartaestudio
231341,2025-03-13,345634000,129,2,4,San Bosco,Carrera 26 #60-3,Cali,3.445589,-76.451288,Apartaestudio
550447,2025-03-13,152888000,66,5,2,San  Antonio,Calle 56 #102-7,  Cali ,3.397146,-76.529168,Apartamento
447177,2025-03-13,313370000,68,5,3,San Bosco,Carrera 96 #7-46,Cali,3.450416,-76.556212,Apartamento
438650,2025-03-13,230353000,165,5,1,La Flora,Avenida 70 #50-41,Cali,3.433754,-76.475208,Apartaestudio
853858,2025-03-14,297180000,56,1,2,San Cayetano,Avenida 29 #33-32,Cali,3.417787,-76.491865,Casa
576386,2025-03-14,404592000,170,1,1,San Fernando,Calle 1 #72-2,Cali,3.397652,-76.505383,Casa
138859,2025-03-14,194894000,86,2,1,Napoles,Transversal 110 #48-3,Santiago de Cali,3.42925,-76.461814,Apartamento
336902,2025-03-14,192519000,99,1,5,San Bosco,Carrera 104 #4-48,Cali,3.458736,-76.5421,Apartamento
968681,2025-03-15,200004000,87,2,1,San Judas,Avenida 2 #106-58,  Cali ,3.393409,-76.522517,Apartaestudio
904381,2025-03-15,275835000,79,1,1,El Ingenio,Calle 22 #49-38,Cali,3.461437,-76.457764,  Casa 
157831,2025-03-15,409942000,64,2,1,San Bosco,Avenida 119 #39-45,  Cali ,3.415042,-76.454474,Apartaestudio
623404,2025-03-16,260731000,"",4,4,Centenario,Transversal 51 #4-33,Cali,3.405311,-76.533681,Apartamento
605896,2025-03-16,260145000,68,2,2,Centenario,Carrera 53 #76-52,Santiago de Cali,3.435434,-76.563319,Apartamento
925285,2025-03-16,779101000,60,4,2,Santa Mónica,  Avenida 119 #48-33 ,Cali,3.442222,-76.502115,Casa
381852,2025-03-16,573353000,75,2,1,San Fernando,Avenida 61 #28-44,Cali,3.46824,-76.53428,Casa
241785,2025-03-17,594348000,65,2,1,El Ingenio,Transversal 114 #70-28,Cali,3.440602,-76.568759,Apartamento
997258,2025-03-17,302973000,88,2,3,  San Bosco ,Avenida 22 #16-17,"",3.432541,-76.543575,Apartaestudio
534506,2025-03-18,497979000,70,2,2,,Calle 109 #16-11,Cali,3.393135,-76.512202,Casa
716374,2025-03-18,344885000,36,5,1,Ciudad  Jardín,Avenida 67 #46-6,Cali,3.421899,-76.504578,Casa
987174,2025-03-19,300256000,93,1,1,  Ciudad  Jardín ,Avenida 44 #8-3,Cali,3.459858,-76.539545,  Casa 
260763,2025-03-19,340175000,207,4,2,Ciudad  Jardín,Transversal 27 #83-25,Cali,3.455131,-76.551621,Apartamento
382279,2025-03-19,214470000,131,5,1,Tequendama,Calle 100 #66-24,  Cali ,3.456774,-76.497317,Casa
283429,2025-03-19,329395000,106,3,4,San Fernando,Transversal 100 #89-10,Cali,3.389594,-76.480911,Casa
125829,2025-03-19,332042000,213,6,1,San Antonio,Calle 44 #86-19,Cali,3.437339,-76.47886,Apartaestudio
108121,2025-03-19,248560000,76,2,1,Pance,Calle 84 #19-7,Cali,3.411709,-76.513366,Apartamento
125829,2025-03-19,332042000,213,6,1,San Antonio,Calle 44 #86-19,Cali,3.437339,-76.47886,Apartaestudio
912675,2025-03-20,349480000,111,2,1,Napoles,  Calle 54 #29-12 ,Santiago de Cali,3.448118,-76.474681,Apartaestudio
997523,2025-03-20,362678000,61,1,1,Tequendama,Calle 98 #108-32,"",3.447982,-76.49122,Casa
416564,2025-03-20,255600000,67,4,4,San  Antonio,Avenida 36 #116-2,Cali,3.433882,-76.541651,Apartaestudio
701572,2025-03-20,249712000,55,5,2,San  Antonio,Transversal 67 #81-41,Cali,3.455759,-76.486592,  Apartamento 
243941,2025-03-21,293229000,77,4,1,Granada,  Carrera 74 #46-17 ,Cali,3.402718,-76.53178,Casa
399970,2025-03-21,349697000,148,2,2,Santa Mónica,  Calle 64 #115-27 ,Santiago de Cali,3.426581,-76.521966,Casa
534944,2025-03-21,579316000,109,4,1,San  Antonio,Calle 17 #21-21,Cali,3.417351,-76.539078,Apartamento
461280,2025-03-21,303211000,82,3,2,"",Calle 31 #23-43,Cali,3.470183,-76.52463,Apartaestudio
460877,2025-03-21,206238000,53,3,1,  San Bosco ,Avenida 6 #38-4,Santiago de Cali,3.452659,-76.508557,Apartamento
233193,2025-03-21,513931000,132,3,1,  La Flora ,Carrera 72 #57-33,Santiago de Cali,3.404867,-76.549939,Apartamento
370221,2025-03-21,106304000,71,4,3,El Refugio,Calle 107 #22-16,Cali,3.475649,-76.564741,Casa
370221,2025-03-21,106304000,71,4,3,El Refugio,Calle 107 #22-16,Cali,3.475649,-76.564741,Casa
605440,2025-03-22,286312000,70,3,5,San Judas,Carrera 65 #18-8,Cali,3.395269,-76.53672,Casa
191026,2025-03-22,438969000,45,6,1,Napoles,Carrera 118 #114-28,Cali,3.427184,-76.495246,Casa
652532,2025-03-22,423966000,76,3,1,,Carrera 114 #72-27,Santiago de Cali,3.419134,-76.554598,Casa
511621,2025-03-22,581484000,70,1,1,Ciudad  Jardín,Avenida 22 #77-1,Cali,3.484293,-76.479721,Casa
294880,2025-03-22,554477000,28,6,2,Granada,  Avenida 70 #49-60 ,Cali,3.415392,-76.548068,Apartamento
560804,2025-03-22,438422000,29,3,1,San Fernando,Carrera 73 #100-49,Santiago de Cali,3.415239,-76.502258,Apartamento
501064,2025-03-22,441362000,131,1,,"",Transversal 96 #20-11,  Cali ,3.412019,-76.480219,  Apartamento 
954642,2025-03-22,469565000,38,2,1,Centenario,Calle 99 #61-11,Cali,3.461346,-76.549988,Casa
134262,2025-03-23,182654000,73,2,1,Granada,"",Cali,3.389491,-76.547641,Casa
472415,2025-03-23,252298000,62,1,1,Santa Mónica,Transversal 15 #38-28,Santiago de Cali,3.420918,-76.497128,  Apartamento 
619993,2025-03-23,598307000,86,2,2,La Flora,Transversal 59 #111-51,  Cali ,3.423552,-76.560686,Apartaestudio
497878,2025-03-24,359360000,60,5,2,"",Carrera 61 #58-10,Cali,3.387754,-76.550139,Apartaestudio
116545,2025-03-24,149863000,60,2,2,Pance,Transversal 61 #99-34,Cali,3.417314,-76.492756,Apartamento
133770,2025-03-25,1113604000,132,5,2,San Judas,Avenida 35 #45-25,Cali,3.391868,-76.533336,Apartamento
760429,2025-03-25,880998000,58,3,2,Tequendama,Transversal 84 #3-42,Cali,3.384743,-76.513795,Apartamento
107709,2025-03-25,201348000,39,3,3,San Bosco,Carrera 1 #81-29,Cali,3.48797,-76.482089,  Casa 
641024,2025-03-25,214595000,64,3,1,San Bosco,Carrera 22 #8-35,  Cali ,3.485086,-76.486,Apartamento
572459,2025-03-26,209849000,55,2,1,San  Antonio,  Carrera 95 #10-20 ,Cali,3.486414,-76.458272,Apartamento
887277,2025-03-26,205963000,122,4,1,,  Calle 24 #72-28 ,  Cali ,3.454691,-76.539912,Casa
283659,2025-03-26,157818000,84,,1,La Flora,Avenida 18 #89-44,Cali,3.411208,-76.467883,Casa
332142,2025-03-26,211278000,189,3,1,Napoles,Avenida 43 #84-39,Cali,3.468825,-76.566334,Apartaestudio
667577,2025-03-26,399379000,120,2,3,  Napoles ,Transversal 41 #111-25,Santiago de Cali,3.387972,-76.487877,Casa
188618,2025-03-26,792754000,,4,1,  San Judas ,  Calle 102 #84-37 ,Santiago de Cali,3.385315,-76.457899,Casa
215732,2025-03-27,545118000,144,1,1,El Refugio,Avenida 56 #10-40,Cali,3.430927,-76.493633,Casa
107207,2025-03-27,220825000,135,,1,San  Antonio,  Calle 32 #14-49 ,  Cali ,3.420754,-76.464998,Casa
129083,2025-03-28,368270000,141,2,3,San Antonio,Avenida 5 #80-60,  Cali ,3.433735,-76.501754,Apartamento
710031,2025-03-28,488294000,65,"",4,Ciudad  Jardín,Carrera 114 #97-33,Santiago de Cali,3.446615,-76.525657,  Casa 
564970,2025-03-28,284067000,68,2,3,Tequendama,Calle 72 #29-19,Cali,3.452009,-76.496192,Casa
594281,2025-03-28,552261000,67,5,2,El Ingenio,"",Cali,3.41902,-76.486666,Apartamento
643208,2025-03-29,308106000,78,5,1,Granada,,Cali,3.440865,-76.554665,Apartamento
920756,2025-03-29,286210000,59,1,1,San Judas,Transversal 113 #85-27,Cali,3.384376,-76.48941,Apartamento
533369,2025-03-29,413264000,116,2,1,Tequendama,Avenida 33 #23-26,Cali,3.431548,-76.462518,Apartaestudio
731675,2025-03-30,352481000,63,1,,San Antonio,Transversal 14 #11-59,Cali,3.479584,-76.551117,Casa
721873,2025-03-30,447109000,,4,2,San Judas,  Avenida 112 #59-31 ,Cali,3.449839,-76.516668,Apartaestudio
701242,2025-03-30,408927000,45,4,4,San Fernando,  Calle 108 #2-30 ,Cali,3.400123,-76.460253,  Casa 
956433,2025-03-31,312478000,166,5,2,San Cayetano,Carrera 43 #13-11,Cali,3.384627,-76.524346,Apartamento
428070,2025-03-31,930938000,68,1,2,  Ciudad  Jardín ,  Avenida 13 #56-9 ,Cali,3.420946,-76.50731,Apartaestudio
968861,2025-03-31,1090042000,138,1,1,Granada,Transversal 91 #39-22,Cali,3.474864,-76.567802,Apartaestudio
577712,2025-03-31,320275000,56,5,1,San Antonio,Transversal 55 #48-54,Cali,3.450997,-76.491422,Apartamento
637784,2025-03-31,643349000,99,1,2,  Granada ,Avenida 98 #87-13,Cali,3.452512,-76.515223,Casa
822867,2025-03-31,284635000,53,1,1,El Refugio,Avenida 16 #20-28,Cali,3.472068,-76.563217,Casa
553862,2025-03-31,986402000,160,2,5,  Pance ,Transversal 62 #69-52,Cali,3.472183,-76.515392,Apartamento
420043,2025-04-01,241131000,110,4,5,Granada,Avenida 27 #78-35,Cali,3.392736,-76.553436,Casa
879459,2025-04-01,261329000,118,4,2,Granada,Avenida 19 #46-53,Cali,3.402119,-76.469631,Casa
342355,2025-04-01,393419000,125,1,1,El Refugio,Carrera 70 #2-35,Santiago de Cali,3.45998,-76.506559,Casa
478763,2025-04-01,578123000,116,2,5,  Granada ,Avenida 103 #97-45,Santiago de Cali,3.4634,-76.494494,Casa
421377,2025-04-01,426122000,80,3,1,Napoles,Carrera 120 #32-21,  Cali ,3.384616,-76.558772,  Apartamento 
682233,2025-04-02,334562000,"",3,1,San Bosco,Carrera 91 #36-35,Cali,3.4102,-76.48062,  Casa 
364177,2025-04-02,705480000,131,6,4,San Cayetano,Transversal 49 #100-45,Santiago de Cali,3.382606,-76.474239,Casa
396411,2025-04-02,841479000,63,3,1,  Granada ,Transversal 11 #89-38,  Cali ,3.441816,-76.471239,Casa
543256,2025-04-02,381010000,83,3,2,San Cayetano,Transversal 16 #87-8,  Cali ,3.468687,-76.504481,Casa
923191,2025-04-02,320374000,71,2,2,  San Antonio ,Calle 99 #56-5,  Cali ,3.48917,-76.512475,Apartaestudio
341664,2025-04-02,259916000,74,4,1,El Refugio,Calle 18 #67-37,Santiago de Cali,3.473053,-76.46994,  Casa 
332154,2025-04-03,540176000,34,,4,Tequendama,Transversal 86 #92-17,Cali,3.477512,-76.51813,Apartamento
973045,2025-04-03,779252000,27,3,4,  San Fernando ,Carrera 93 #9-39,Santiago de Cali,3.445378,-76.5312,  Casa 
319749,2025-04-03,822264000,51,3,2,Tequendama,Avenida 64 #43-57,Cali,3.435309,-76.460953,Apartamento
152615,2025-04-03,183964000,128,3,3,La Flora,Carrera 17 #50-3,Cali,3.433148,-76.48927,Casa
